Gonzalo,Chugg,17.12.1986,2845.5
Cobbie,Bockman,16.04.1992,22967.1
Andros,Cuss,10.05.1975,2393.56
Davita,Kleiser,09.03.1968,6744.16
Janela,Bulcock,11.01.1986,3386.28
Lucienne,Tranter,30.10.1953,22756.8
Gannie,Golden of Ireland,18.03.1969,21699.56
Griselda,Halsall,05.10.1963,2816.4
Kata,Pembry,19.11.1967,6930.14
Elita,Kelloch,09.10.1996,3043.08
Carole,Coates,20.01.1997,2641.8
Ignaz,Trudgeon,13.08.1989,7499.05
Erny,Aylwin,11.10.1970,14967.43
Enid,Rubinchik,16.12.2005,29431.59
Siegfried,Downing,26.05.1967,29322.71
Ruddie,Cleveley,09.08.2015,4821.69
Clara,Gooderick,13.01.1984,25209.91
Derick,Filochov,03.11.1951,23077.19
Sebastien,Kuhn,29.07.1967,2242.65
Ainslie,Abbatucci,30.04.1964,21384.96
Jody,Dredge,10.04.2018,9994.78
Ody,Goligher,24.02.1977,19487.42
Raddy,Ybarra,30.09.1973,8510.75
Yalonda,Saphin,13.08.1976,16948.24
Austin,Stronge,31.01.1961,18666.82
Lira,Kinton,07.12.1983,29325.28
Kirk,Lewnden,26.08.2002,24081.14
Antoine,Carse,12.06.1952,10159.68
Geoffrey,Gabbitis,25.04.2016,9981.91
Neils,Meacher,31.08.1964,25882.95
Mela,Juara,11.11.2004,22421.08
Kermit,Brabbins,25.02.2000,19352.16
Joseito,Lurcock,29.09.1979,18055.94
Erv,Indgs,04.06.1989,28915.34
Brock,Youell,30.10.1977,2652.51
Melita,Treversh,12.08.1961,11998.54
Lynett,Eliez,18.09.1995,27568.26
Amos,Yakushkin,25.05.1972,4324.71
Nessi,Alejandri,07.01.1961,21013.77
Iris,Jagiela,31.12.1961,23156.94
Paulie,Real,02.02.2003,26430.0
Levin,O'Mailey,24.07.1997,4978.64
Iolande,Pirkis,09.12.2004,1596.23
Tito,Housiaux,03.12.1953,2357.85
Kate,Georgius,31.05.2007,4066.05
Corie,Aleksahkin,08.07.1972,6874.26
Anatollo,Napolitano,27.05.1957,8753.02
Creighton,Gater,28.08.2009,5777.21
Cassi,Cristofor,24.02.1954,7507.65
Rutter,Basilio,03.02.2010,1125.85
Bidget,Jevons,12.03.2015,17835.71
Arabel,McDonagh,29.04.2004,22085.66
Tamra,Jirek,10.07.2001,26722.04
Lyman,Witsey,29.05.1955,13450.54
Francois,Gleadle,11.11.2019,12147.32
Glenn,Aherne,23.10.1977,20470.8
Effie,Precious,31.01.1956,5891.49
Ebeneser,Ripper,13.09.2017,21071.52
Manolo,Haddock,15.05.2018,18738.01
Allister,Teresia,11.10.1990,3177.92
Gordan,Paszek,22.10.2000,4845.72
Flory,Macklin,17.04.1998,23102.02
Maia,Pane,30.05.1963,24197.38
Claretta,Stanford,15.07.1954,5210.32
Konrad,Cianni,15.01.1952,14228.89
Alleen,Carrett,10.02.2018,24131.48
Peta,Woofenden,14.08.2012,5906.67
Corri,Solman,20.02.2017,10662.8
Lane,Pace,01.06.1998,6919.63
Phillis,Beagrie,28.11.1957,25986.44
Nikki,Sells,30.01.1959,23661.29
Pen,Revel,25.11.1977,16467.17
Viole,Lankester,24.01.2014,12286.0
Swen,Stollenhof,11.04.1976,2005.84
Dur,Choldcroft,17.05.1982,26680.55
Deeanne,Pfaff,09.01.2019,3482.72
Daphene,Carous,30.12.1994,22497.42
Port,Norquoy,11.04.1963,4815.44
Reinold,Marshman,17.09.1956,5993.1
Chery,Clifford,05.03.1977,21977.73
York,Craufurd,04.07.1952,29706.7
Dulcine,McBryde,21.08.2015,27710.71
Dulcie,Stanyer,13.12.2015,1271.01
Barton,Huish,17.09.2017,25678.97
Josias,Gothrup,12.08.1982,14071.15
Melisandra,Elfes,19.01.1955,16762.65
Franciskus,Hoffman,29.11.2013,16094.6
Hagan,Swettenham,12.06.1968,1481.82
Arlan,Badger,08.02.1957,23207.11
Alfons,Spatari,18.12.2013,21110.94
Tiena,Bernhardt,28.12.1984,29626.05
Dana,Ludlamme,05.10.2002,27597.44
Seline,Trundle,10.11.1962,19580.11
Georas,Edington,04.02.2017,25459.87
Daveta,Lagadu,01.04.2013,4495.49
Ignacius,Kynson,12.05.1992,5899.33
Marijn,Twelvetrees,13.02.2015,10767.22
Waldo,Timmes,04.08.2018,1184.65
Lutero,McVicker,22.04.2008,28618.24
Yehudi,Ginnane,11.02.1995,26592.27
Amara,Antczak,25.07.1982,6161.42
Frannie,Gillison,01.11.2004,17663.64
Kaia,Heeney,12.03.1982,28356.7
Wren,Chese,17.06.1998,13799.13
Steffane,Buckthought,09.08.1974,3703.08
Morton,Shorton,20.03.1982,27126.86
Eda,Colbridge,09.01.1956,1185.39
Berri,Bouzan,04.05.1962,16160.03
Ilaire,Doby,15.08.1952,27396.95
Myrta,Stair,04.03.1996,7452.5
Lottie,Greenleaf,26.01.2000,24001.83
Bethany,Stanbridge,19.07.1981,6788.38
Ardelis,Goodram,28.09.1987,12343.69
Betsey,McGrory,17.01.2014,14140.56
Cooper,Tieraney,12.09.1988,18449.07
Roshelle,MacAnespie,17.03.2006,25398.38
Starlin,Philcock,15.06.1990,20917.7
Eduardo,Biggen,11.07.2014,29537.72
Gerard,Northway,19.03.1956,26137.25
Tobin,Size,13.04.1980,2363.09
Normy,Coleman,17.07.1962,26976.29
Ceciley,Mariner,22.09.2013,10557.71
Jacklin,MacDonagh,13.05.1956,27057.64
Corrinne,Hanes,18.04.1963,18394.4
Audi,Tomaszewski,25.05.1988,2154.86
Allyn,Djorvic,13.01.1966,21981.73
Fran,Hentze,23.09.1964,29917.88
Flori,Chessman,24.09.1998,3909.16
Simona,Fletham,13.12.2015,18609.94
Aldrich,Othick,19.03.1994,18522.94
Rosalia,Camerati,06.02.2017,29766.86
Barth,Genney,20.11.1962,5152.44
Laurie,Attwoull,21.06.1994,11502.81
Moina,Vigne,02.06.1961,28650.8
Sheff,Phillins,24.10.1987,18439.73
Isabeau,Colter,15.04.2010,14399.44
Olivia,Hugill,09.10.1987,27896.59
Alisun,Mungane,25.10.1971,10361.26
Nefen,Sallings,15.03.1968,11516.75
Nancey,Fritschmann,25.04.2000,22838.34
Milzie,Bangle,21.11.2017,24418.69
Sasha,Hamstead,20.05.1996,26032.3
Melodie,Scorer,27.05.1993,23809.14
Guthrie,Kitchenman,01.03.1988,12127.11
Cherlyn,De Francesco,25.09.1983,20212.6
Lura,Billinge,04.09.2008,14503.22
Sigvard,Guise,30.12.1970,23148.09
Denyse,McPhater,19.02.1952,24308.88
Allen,Louth,15.07.2009,19815.51
Fonzie,Jeanin,11.08.2015,5120.29
Maressa,Hendriksen,02.07.2019,10932.5
Bruis,Culligan,28.07.1974,29828.68
Rosella,Plows,07.05.1967,12173.43
Andris,Haggidon,13.01.2016,28421.76
Virge,Rapp,06.04.1991,12416.82
Tildie,Vossgen,25.09.2017,18999.36
Halimeda,Josef,07.03.1966,23872.04
Aryn,Foulsham,04.08.1964,20033.2
Moritz,Tadman,20.07.1978,22767.36
Emmie,Verson,15.04.1969,16553.13
Farrah,Felkin,10.08.1975,23600.82
Marabel,Shinner,09.08.1994,25825.84
Catherin,MacCafferky,18.09.1967,16193.32
Carlyle,Methringham,25.02.2005,25161.21
Sheelagh,Vitall,08.01.1978,6334.88
Cass,Wyley,20.03.1966,21421.58
Emery,Saggs,24.02.2016,19398.72
Guntar,Rawdall,12.07.1975,15833.87
Anabel,Gath,07.09.1967,11959.39
Ivory,Warder,01.05.2008,9864.58
Raphaela,Druce,27.12.2000,14565.09
Marcella,Pezey,05.12.1982,17837.49
Lyndsie,Pochin,24.09.1981,22830.55
Windy,Sainsbury,18.02.1983,18734.8
Malina,Twittey,20.02.1974,28328.42
Marten,Jon,20.10.2015,27469.87
Kandace,Zimmermanns,18.01.1971,26880.25
Brig,Ielden,11.07.1994,27044.02
Lyda,Husthwaite,07.11.1964,28569.13
Archer,Izat,28.06.2016,12315.14
Beryle,Midner,02.03.2017,10591.2
Tatum,Wragge,28.09.1990,2148.56
Natale,Rebillard,13.06.2016,3360.36
Ivie,Behr,16.02.1965,7844.08
Cris,Simoni,24.02.2015,24596.11
Moyna,Bog,23.05.1983,28318.0
Eulalie,Willoughby,13.06.1971,1086.36
Niko,Fader,01.10.2010,6102.48
Denny,Hartus,27.09.1988,6998.82
Sherye,Jobey,18.06.2004,9183.66
Udell,Gutch,30.06.1953,5693.29
Petey,Gayter,11.04.1991,19987.83
Care,Bing,30.09.1996,18405.21
George,Jakobssen,02.10.1987,25212.58
Mellisa,Hairon,03.06.1954,2967.85
Galvin,Wincom,25.05.1982,15337.65
Cecilla,Marlon,25.01.1986,9565.26
Marjorie,Eastope,10.03.1952,8075.77
Bartie,De Andisie,27.12.1962,11914.55
Patric,Dirkin,03.03.2001,21066.0
Antonie,McCard,14.08.2008,21184.88
Parrnell,Soot,03.10.1971,22835.67
Meriel,Gilliland,12.04.2009,7022.97
Aili,Shickle,21.11.2002,11057.6
Natalie,Giovanetti,05.11.1984,11338.13
Guilbert,Shellshear,31.07.1982,24107.99
Jacinthe,Gonzalvo,10.02.1996,8252.73
Lamont,Adamovich,31.05.1980,6766.1
Kendricks,Syratt,16.08.2007,17132.29
Lazaro,Tebboth,14.12.1969,2990.07
Arnaldo,Mulcahy,22.06.1969,18194.04
Sada,Drewett,19.04.1970,23858.91
Dorelia,Bruinsma,28.08.1992,9293.87
Urson,Labbez,13.03.2008,25234.39
Theressa,Westley,09.12.1959,10484.73
Gregorio,Dearnaly,17.11.1977,26010.09
Vivian,Saunders,29.07.2012,24724.38
Gene,Jaumet,18.11.1992,16439.66
Reeta,Kirvin,28.09.2002,3450.77
Menard,Neylon,05.06.1965,17273.58
Mona,Hayles,18.03.2006,8257.93
Sly,Benech,02.07.2001,29927.44
Avril,Singh,27.03.2003,12860.03
Caprice,Morphey,15.03.2001,15895.5
Leoline,Van der Linde,16.01.1982,18053.8
Shalom,Olyfat,10.05.1998,25274.87
Darcee,Ivimey,12.03.1968,7002.68
Claudette,Guitel,17.01.1953,28766.84
Ethel,Beville,24.10.1988,19464.38
Mureil,Crowche,04.08.1959,29747.68
Eustacia,Hastings,13.02.1976,4376.34
Kevin,Brockbank,24.08.1969,2134.72
Nevsa,Le Brum,20.11.2015,3651.16
Dallon,Saberton,22.10.1994,10802.25
Bonni,McGroarty,07.01.1975,22590.0
Francine,Kilalea,24.09.2008,24377.01
Evelyn,Bramhill,23.05.2001,19026.82
Khalil,Charlwood,17.05.1980,23952.14
West,Leavry,03.01.1980,10667.5
Hana,Burchmore,22.08.1974,18223.56
Lilia,Geillier,23.12.1958,22769.64
Braden,Hawkey,28.07.1969,21638.31
Homer,Sanham,15.05.2001,6407.13
Mersey,Colling,05.04.1971,12159.17
Joshua,Rigby,29.05.1963,17178.65
Conny,Mont,19.06.1988,15728.14
Sashenka,Poluzzi,28.01.1960,28710.77
Rollie,McCerery,09.10.1962,14693.91
Locke,Zanelli,22.05.1977,24297.18
Keir,Carty,17.09.1984,2358.27
Ethyl,Hebblethwaite,21.05.1977,2772.7
Willa,Gyurkovics,20.10.1997,22850.67
Kat,Barlthrop,09.12.1978,15257.27
Genvieve,Twinborne,07.12.1970,14394.46
Jehanna,Yarnley,03.08.1976,3933.27
Hester,Borsnall,04.03.2013,14316.71
Emili,Seavers,23.03.1982,16586.52
Timothee,Laurand,21.02.2004,22896.18
Binny,De Domenicis,18.03.1967,3945.77
Odo,Ickovits,02.02.1985,6696.6
Boyce,Silversmidt,17.03.2007,8590.88
Heath,Ridley,17.12.1965,23186.03
Filippa,Shawl,26.11.2004,9818.41
Hewie,Rubinshtein,30.01.2018,21477.39
Pincus,Solman,08.05.1998,22213.0
Alleyn,Nodin,01.05.2000,25341.92
Lionel,Neat,19.02.1973,13388.86
Kendall,Stollman,24.12.1995,28206.92
Elena,Hourihan,12.04.2007,27442.02
Heidie,Fidell,17.02.1951,23576.28
Ruthy,Halesworth,23.05.1954,1187.24
Omero,Mitchely,10.12.1972,28504.81
Johnathon,Leverich,14.04.2018,9391.48
Pauli,Jedraszek,22.06.1979,18060.54
Andie,Heinrich,05.11.2014,23131.14
Nancee,Beggio,15.08.2016,14923.57
Lilian,Kamiyama,24.04.2014,12433.19
Andree,Kenafaque,10.04.1971,6905.28
Aviva,Sapson,06.01.1954,18388.67
Lavinie,Boow,14.11.1973,6861.93
York,Tilio,05.02.2019,6520.49
Margarita,Fincham,03.08.1999,19212.61
Harry,Dumphy,19.07.1974,13171.99
Dulciana,Foddy,19.11.1984,4460.93
Dorothee,Keld,22.02.2019,2743.89
Jeffy,Collingwood,12.03.1954,1155.96
Harvey,Lumpkin,07.12.1984,5567.24
Dalenna,Fitzgerald,12.07.2015,4286.52
Miguela,Curtoys,10.12.1997,7381.52
Zaria,Mandifield,11.08.1963,26139.89
Ruprecht,Caplin,30.04.1961,3398.64
Sherri,Lacey,10.08.1983,26351.06
Noble,Downes,23.03.2011,13192.92
Lynnell,Ranken,23.07.1962,27354.16
Merla,Alflat,31.07.1989,24609.42
Eloise,Beacock,08.08.2007,13777.42
Wakefield,Bowton,12.09.1988,10663.1
Katrine,Roxbrough,14.02.1952,10657.02
Zora,Southern,15.01.2017,24532.33
Tandi,Costi,28.02.2007,9817.58
Karen,Brinkler,25.03.1972,4505.29
Dolf,Potkin,03.03.1951,9770.63
Kelila,Colbrun,05.09.2012,1162.12
Agnola,Rampton,23.09.1971,29282.82
Melony,Sandyfirth,21.07.1960,24741.56
Garreth,Pawlik,17.11.2006,12465.62
Bree,Duffy,25.09.1975,19677.21
Lilllie,Sheeran,19.08.2016,8545.43
Sawyere,Haliburn,03.05.1989,27066.57
Derron,Campanelle,08.08.1994,9543.74
Hamid,Dossantos,15.09.1964,15713.13
Tull,Farnham,29.09.1964,13665.66
Davie,Greenhough,02.12.2007,10764.22
Claudine,Girardin,27.12.1982,25791.74
Dawn,Belch,10.11.1993,29839.23
Mahalia,Adne,05.04.1959,22504.58
Lorianna,Shoebrook,05.02.1959,12773.18
Christian,Simonetto,15.04.1978,11708.48
Aluin,Norcock,09.11.1990,13818.09
Colas,Tidridge,22.04.2002,6620.35
Mile,Goldster,13.11.2008,17922.7
Corliss,Antwis,19.11.2019,22602.61
Laurene,Portman,22.10.1998,16052.77
Earl,Roglieri,06.07.1974,21734.01
Darby,Adkins,04.06.1962,18150.14
Tallou,Barreau,13.08.1977,24044.91
Ernestus,Ackhurst,31.10.2005,29697.38
Teodoor,Cloughton,19.01.1964,24484.6
Emmy,Peche,17.08.1951,18810.13
Lacee,Gascone,02.11.2004,5580.07
Nicolis,Eckart,08.12.1954,15588.98
Aldin,Sehorsch,04.03.1977,28444.85
Corette,Elkin,07.03.1985,19835.49
Arlee,Espy,09.07.2009,6432.96
Angelo,Gullyes,01.04.1955,27330.4
Misha,Sanday,13.08.1966,2675.75
Freda,Hexam,08.06.1955,15735.45
Margette,Buckler,04.11.1971,24597.29
Tova,Crowley,11.10.1961,26323.18
Zulema,Fairbairn,07.07.1955,24685.61
Chick,Abadam,14.10.1960,11117.59
Yovonnda,Dickin,16.05.1950,21785.28
Daron,Sainsberry,28.12.1983,22004.74
Tyler,Sleep,15.03.1968,4378.13
Elsy,Fancourt,03.11.2012,7216.05
Darrick,Leathes,26.05.1955,24283.4
Mada,Bingell,06.12.2016,28957.57
Evered,Robshaw,09.11.1953,6706.4
Ivette,Trail,11.11.1992,7662.61
Hoebart,Carrick,19.04.1992,13228.7
Chrystel,Mulrooney,23.09.2007,9968.07
Konstance,Hallgath,12.06.1968,27239.15
Casi,Medler,25.06.2019,27261.9
Keeley,Rheubottom,30.08.1981,27881.52
Dion,Lotterington,16.06.1973,22319.14
Thomasin,Scholtis,20.01.2010,22329.05
Osmund,Rottery,31.10.1982,21034.3
Dagmar,Lineker,31.07.2009,20983.26
Merrill,Robroe,17.06.2010,17399.51
Javier,Rasher,08.06.1954,12119.97
Cristie,Chatt,25.03.1991,19366.86
Dasya,Kevane,09.01.1970,8151.04
Kristen,Lemanu,08.01.2004,22993.82
Miles,Macellar,02.09.2004,1114.75
Terese,Liggons,26.11.2018,13732.89
Roselia,Troyes,19.12.1959,7962.72
Fredrick,Scutchings,16.12.1976,11488.29
Jena,Rickasse,27.06.1977,17729.92
Marcella,Riatt,01.05.2018,22355.33
Tisha,Andreucci,16.04.1977,9830.36
Nahum,Simyson,20.06.1954,24932.92
Marlene,Broe,28.05.1993,6374.97
